nsites,volume,space_group,elastic_anisotropy,K_VRH
24,436.659182486,227,0.0800532839838,199.930878474
8,160.171684444,62,2.12926992286,101.038715329
8,64.8739694537,225,0.0970207796616,37.997683465
12,154.120331543,225,0.586144979669,176.911661371
2,30.5570440599,123,2.30920456104,133.581696967
32,824.778692959,204,0.134343344562,88.9138766924
2,52.1476715839,221,0.672790220761,65.0546032629
4,70.6211729173,221,0.332566544231,171.877604259
24,515.311312035,227,0.00166215087659,56.4633296173
12,340.053936299,194,0.129368896581,29.9680588066
4,59.7900340992,221,0.293849249048,248.872284368
12,235.160480346,166,0.36352993448,71.7453937716
12,154.191142208,194,0.170250923414,146.630839503
8,140.961648308,225,0.00684677049641,87.425172034
9,133.214288957,180,0.0526911970994,174.634873584
8,152.28608009,63,0.512253909088,117.126949589
8,166.962904421,216,0.39802162791,76.1868498328
20,282.641493586,12,0.143412851015,112.614961543
4,60.2466374021,221,0.201398564851,230.813312239
2,46.0646528803,221,0.938817667207,59.8049608196
12,332.357104549,62,0.322924585695,36.7105040293
24,328.69857615,227,0.329034336679,142.173408644
8,189.907125094,216,0.407775529631,60.737048126
2,27.7524409541,221,0.350606107576,253.946232383
4,27.9775749228,186,0.0754584920699,208.349306646
24,291.444620196,167,2.74,91.99
3,39.405020485,191,0.39767748469,128.485270229
8,117.969551459,139,0.246597340386,120.044061494
4,71.0304429616,221,0.345335747477,117.313253005
8,104.114616731,223,0.110094318841,195.779765895
24,340.295879312,70,0.402016577093,142.542353315
2,30.1425181429,123,0.0501791462225,189.534059353
12,175.267631725,166,0.204338775626,128.385081142
8,123.48429788,223,0.229502221493,224.924474102
6,81.7087010895,139,0.105889747204,206.594504361
18,383.844722734,87,1.01738632855,106.688208205
8,113.211690485,225,0.00177598594644,105.007058215
8,138.944586985,139,0.485804627062,106.737290372
4,70.1790173593,194,1.11401518075,93.5109399544
8,242.314352853,216,0.343694950013,49.2031808061
14,197.360041819,139,1.49841746126,132.374941915
4,67.6613100169,194,0.363208093764,136.688730337
5,133.512590224,164,1.0635087272,42.2081897287
12,223.276948949,225,0.839263279272,105.021923383
4,60.6118639056,221,0.236295207314,324.702260073
80,1224.98331619,206,0.102477905113,137.734881954
2,23.8148600748,221,1.07294024039,174.590959939
8,141.118374351,223,0.680860952767,207.216592235
16,316.166451621,64,0.188,31.891
24,457.92692672,227,0.282573550465,162.397078084
24,278.244833891,227,0.024055163709,167.593683928
4,64.776411147,221,1.21192637725,155.674262488
2,28.6539012869,123,0.748905599003,242.973532362
12,271.502381807,14,0.823338674598,103.847802982
2,36.4271753183,123,0.644955747156,115.102122548
8,239.323517425,216,1.02748054972,44.8367718317
6,132.341768369,58,0.565809882332,129.409112301
12,217.901486766,74,0.619911689427,79.9975822322
3,67.6638585869,166,0.090051467988,62.2134639013
8,120.322331832,139,0.585191191098,240.743942554
40,562.842227889,43,1.52,81.351
2,25.9883162202,123,0.4204430879,266.874637013
12,163.478312265,194,0.334545559488,154.849610324
22,334.412064212,12,0.268870287857,141.400351276
18,389.415458552,87,1.11177572697,97.6602544644
12,167.610784226,225,0.490957295453,76.5455908868
2,27.076803199,221,1.27139500583,72.7756280906
2,28.4542791127,187,0.826787282352,78.6971473798
24,265.871918068,227,0.0601420362127,123.620278559
10,162.849602917,166,0.167027478729,107.562287939
8,145.227665536,223,1.27457296894,183.763599024
22,273.225283385,12,0.141220099508,238.860830261
24,438.012006496,227,0.233784023351,196.129885678
2,17.4845013444,221,0.351075373434,195.110143586
2,36.5094632798,221,0.120620281138,114.018130034
12,195.383314265,140,0.204910980986,215.383682511
2,27.2129459825,187,3.96742936991,143.874800508
13,161.794284015,166,0.159240442869,170.522080782
36,536.989463067,55,0.52947736716,32.5878809732
28,258.576405563,15,1.5026767347,233.335593418
2,34.2917362159,221,0.357961885749,196.593481647
16,286.041051976,62,0.143368456164,126.328321683
12,177.43156044,62,0.305629157194,158.027039766
6,83.0252536855,191,0.389077475626,148.059288097
2,27.8728551648,123,0.897997522975,162.422104642
2,23.2351653164,221,0.209360608192,178.598091914
4,85.8156809684,194,0.56146310165,124.4878571
12,244.191831291,140,1.56291694916,98.3751285915
8,77.8075532903,225,1.16252928169,209.303669585
12,146.804271271,14,0.451077563464,183.051286451
2,29.7111218723,221,0.0978683366956,248.470914592
5,58.194143143,221,0.131568058475,192.083759497
18,305.192874343,14,0.0842305030028,156.102694281
22,344.482238591,11,0.391511207652,181.081265782
5,65.6446405414,221,0.107278795181,163.211279508
4,47.9652669951,225,8.85752994547,136.219771883
6,97.6672216746,191,0.0834221691243,174.086945115
27,460.60658508,148,0.350990389692,139.651115678
10,195.10120685,139,0.346317259284,61.3868613711
26,402.21550876,139,0.216111053518,119.557574603
30,485.381436317,8,0.192880752458,111.29799235
20,412.791461419,15,0.509337603272,97.1411309944
4,109.565228702,221,0.203736658648,49.3324155574
16,266.20304685,63,0.36633824108,77.9452355188
8,105.329164452,198,0.00385544597425,147.92919885
6,123.900999642,139,0.509664575266,133.850755057
16,290.028757148,216,7.87727509597,53.4923446427
16,281.177867854,216,4.57389147159,57.830483563
6,114.412208727,155,0.493045010466,115.242255115
12,278.44832765,62,0.505732805971,66.7847003022
12,105.729418111,194,0.0243433986858,182.77166645
19,168.95800058,166,0.038790601256,139.9840899
9,227.48125091,187,0.0398053923295,32.8082046346
6,112.000623096,191,0.166550915901,166.402374314
8,213.376754029,63,1.43238768025,32.260129158
16,549.450745771,63,0.66992275755,22.1311852712
6,151.787190976,139,4.16766587815,28.2120870975
8,175.728957171,194,0.0520508538327,39.8842394193
8,175.995459731,194,0.14998764726,44.7712697714
4,64.4815100644,123,0.296699912722,154.79928369
8,174.768724182,194,0.357689065805,61.0196614943
2,25.8278139888,221,0.545970316133,193.942907255
6,111.320989978,139,9.31955380877,91.4069981805
18,336.747199668,87,0.941910893146,89.3046065634
12,224.004588962,140,23.1772386386,86.3409697121
6,113.034706448,139,0.311171949587,123.368839906
20,255.406813804,84,1.39579380176,145.878884985
16,241.838122985,225,1.22202276639,177.222141641
10,140.267985195,139,2.83291233405,131.806377468
12,260.129575349,62,0.430125828403,44.5382820431
8,178.77755258,194,0.32272837465,63.7009764285
3,73.8988865223,191,0.281842527558,64.3844355921
8,194.155164863,194,0.277593948293,59.4364151653
8,150.714666092,194,0.634650170598,76.7752474336
4,60.9125340878,51,0.112559082466,334.192234647
8,118.408430998,194,0.0805823773731,351.265170583
2,40.7093278242,221,0.0697191034438,128.49798092
24,413.866390736,227,0.612659418537,136.494642612
32,487.899261879,225,0.28021113603,219.959954296
7,127.500304621,166,3.04255509628,30.1342551252
36,641.627405394,65,1.35270721346,27.62309891
20,368.439472946,11,2.99095007086,30.532298973
18,326.911660104,164,3.14487397234,29.6287070641
4,62.3605558478,221,0.667386050337,182.237690059
28,519.541679658,194,0.110738161914,70.8588610898
39,624.516965638,200,0.00578250096823,67.2754179119
8,115.797604316,194,0.056849926019,268.462764251
8,134.976723377,223,0.260980297829,216.811518142
24,364.851858767,194,0.00603346363461,140.673496779
16,228.010725825,216,2.6471227582,68.434808155
16,228.047762154,225,4.38201320834,104.176373034
16,222.211108916,216,1.93741506829,87.7391436377
16,225.80949527,225,4.031594177,126.875529908
16,216.966648455,216,1.03962309472,80.3181155409
16,220.386295146,225,2.62751747344,118.575046202
6,95.8235319518,71,1.90639321949,204.69064923
8,125.033531166,139,0.592842346861,214.211437803
20,315.739511344,63,1.78342695434,156.590415618
10,223.601310439,194,0.375016761696,101.780370672
12,197.722747025,63,2.51721099208,243.071336588
8,127.83117389,59,0.628484926015,261.537622142
32,502.443778432,72,0.520427364866,201.513883721
18,279.983789774,139,0.419666805391,241.602382817
4,60.9575173378,221,0.604453093287,213.416222608
8,116.131049111,194,0.0523372795531,282.95571441
2,33.2699946915,221,0.262627146627,144.197684309
8,151.102946821,223,0.285948391951,178.659973234
6,110.434063156,194,0.445047737902,115.365445979
12,182.715413289,194,0.0254808649229,105.985530142
18,253.109684148,139,1.0448775241,125.047976382
16,298.351412047,62,0.379369745315,71.517295091
6,103.479449179,191,0.143909769629,78.7424952549
26,412.395510731,139,0.125632973973,78.7434188393
20,396.702858904,12,0.156064725227,105.590753054
16,210.708070957,194,0.0584596163714,215.58865008
12,236.828732033,63,0.244708875115,88.4427016946
26,387.204275223,139,0.296892467537,103.206644416
16,244.365730913,139,1.78983186509,150.700633247
6,145.393963707,186,0.233642756015,46.1628956176
16,183.223542928,225,0.665092675234,196.022196412
16,198.254990442,225,0.0740866967134,184.560137098
32,467.529237418,140,0.129770539592,267.135743988
6,84.268860674,139,14.4601316226,112.502036461
16,382.232811129,186,0.0688723875237,62.198994475
12,242.469891694,216,0.0462017273022,152.573555824
12,220.902902787,216,0.0238571592211,164.457551722
12,252.251192827,216,0.068742005784,146.972883349
12,233.862244945,216,0.439730775626,140.560267083
12,213.049932243,216,0.258913558005,163.257593051
12,214.225293337,216,0.271490569347,155.93929563
20,429.582986537,141,1.00304251016,47.4486552129
32,716.742414047,63,0.924328385932,52.9014626468
16,178.969373121,71,0.111511884429,178.041297534
16,257.743058219,216,5.64856016131,81.3313698302
2,23.7372784359,221,0.639532371122,242.756144654
12,209.594098014,216,0.0366209955824,62.9925175434
8,141.695903547,198,0.00596395944927,139.089130006
3,67.1445802887,187,0.429971458728,57.09319235
8,191.152094668,227,0.317379434629,58.9776315749
34,449.188082475,12,0.212661853224,227.197331189
5,73.0934074409,221,0.222245579445,152.909427178
2,27.8788662352,194,0.0346537081731,307.524165494
2,38.6370315848,221,7.01232856857,78.187793801
24,341.839489444,227,0.121871149687,162.042951449
16,211.524602809,225,0.397151675044,202.773486986
10,158.727509232,139,0.132215740312,117.070705901
5,183.201037981,166,3.72869592399,15.2933536821
10,165.677733574,139,0.181763499778,155.50722375
12,140.124990845,14,0.385755367852,204.573432614
12,244.471985347,216,0.154649328451,67.6102881388
4,86.3269608751,160,0.46459831726,63.6046297732
56,544.773970174,227,1.23930891922,180.375591258
16,209.409447615,225,9.12639522065,123.79584897
6,79.6476788165,224,0.076,111.947
20,325.918454072,12,0.111462568029,119.756927793
16,185.259131518,225,1.07195991212,191.788405398
2,27.187242828,221,0.0119223548637,195.916057495
16,190.003325597,225,0.605528725888,201.334006711
24,356.164970341,216,0.0810474931195,100.273593346
4,56.451292076,123,0.698006958235,197.553754701
4,60.4714008923,221,0.309034888229,241.379142113
12,153.388900698,194,0.0531986949936,158.521438245
16,239.917684229,225,0.192335437316,136.240899137
16,206.310132034,194,0.0203710504886,237.472464668
2,25.4718535897,221,0.986200681213,248.092457372
5,96.4226621989,164,0.29221981743,63.9937464483
10,157.072514782,139,0.714135590525,127.573557467
8,120.614067785,194,0.00524607592037,135.396013187
8,120.91044806,62,1.41575194205,148.947350039
10,168.92040392,129,0.0491031237972,180.43635954
8,291.090918078,216,0.798828613358,35.3086379876
12,197.899787787,216,0.206476853739,140.939959476
5,91.8587527375,221,0.014948545163,101.734241172
10,136.958061577,139,0.136019192277,158.502768673
8,100.457826786,223,0.00194036836835,281.865560335
2,28.1403477163,221,0.435117953859,182.502247889
30,561.500808923,136,0.299174865304,195.306016745
8,97.0434881869,38,0.413209759503,167.261203588
20,185.443474701,63,1.81960734457,291.102393047
2,32.3608289835,123,0.0372289406876,237.166439936
2,36.2277441371,221,2.01977815983,79.4947036263
12,278.304984992,74,2.45877910687,66.560928501
5,117.313919571,221,0.0220388694693,79.6465865087
12,260.391750967,198,1.33778548325,84.152387106
12,214.715833464,62,0.237129002847,68.2281467711
4,168.768235215,225,3.74576499794,17.0051686401
5,55.139224038,221,0.316839895407,215.334203766
2,34.7187209741,194,0.0592305378061,112.976904145
8,159.571452879,225,0.279002484481,28.8691431954
10,166.776367366,139,0.146423615101,175.190607879
26,380.648839598,139,0.168889793339,123.097297949
16,524.487524124,122,0.520569359483,40.4091301365
16,220.069207556,225,1.87837656952,134.46165803
14,164.199870225,194,0.0397192498281,166.440302471
4,41.1929343147,194,209.960364633,121.962397403
4,64.5402878389,221,0.293660103194,199.514772343
24,271.429246921,141,1.01776038203,203.499523105
10,172.971714298,139,0.375355427423,132.072451912
12,228.193763038,216,0.176509290903,110.67696458
12,328.371941476,62,0.0823085872876,40.3638134165
8,140.256687367,194,0.119637203594,137.853006439
16,287.208095733,225,3.44736031997,124.120301596
2,28.7258565144,194,0.0184423046796,401.328615402
10,218.755848733,127,0.322356061562,61.9148524671
16,190.645389306,225,0.5180170804,192.224397836
12,290.969674913,216,0.0022284399532,96.8667702912
8,82.9691381178,194,0.159473208498,209.409133318
2,36.6780116406,229,0.0704510895861,193.705150384
20,262.480586332,57,0.402150060213,192.711084991
44,661.240155647,62,0.909759748595,163.277986018
12,238.675834665,216,0.000268222483119,168.107387263
36,549.402407959,92,0.0588602404458,142.185647464
6,120.122689752,115,0.51514234231,93.492827815
12,175.618268035,62,0.519749728829,191.496368119
5,150.826477692,164,14.9460060855,33.2807637029
16,178.649134103,71,0.086566960011,179.674870137
12,241.282850777,140,0.0252190620764,117.828084408
28,366.229358554,62,0.415351687089,232.283371259
28,339.799653381,59,4.73638319591,69.5823625684
16,152.163921536,62,2.50154188612,223.237869949
18,394.345733146,193,0.140645418595,111.699964019
10,147.303748666,139,0.19063417023,145.147562708
24,398.118113979,227,0.0122998612141,113.15620294
16,213.045649556,225,0.385915743159,192.044411609
9,132.165814911,180,0.0563579223972,185.564853908
2,30.2493938154,123,4.31265641495,134.949674374
16,219.603359562,225,0.0527426983552,172.350258488
5,61.281145397,221,5.14465979862e-06,172.738442602
10,149.962355228,139,0.12540883186,139.729086616
12,197.579440194,216,0.00115731568352,114.409784251
16,218.400419743,225,0.5903595847,150.006661607
2,21.7582528863,194,0.151308427605,212.075577044
24,338.59033341,227,0.16131190456,127.913682071
16,198.252506731,225,0.454971465976,177.69702463
28,406.894152576,62,0.221056548635,179.580629197
8,149.075297758,223,0.567499828792,185.238635835
24,432.407048525,36,0.559035361256,127.120561262
24,453.290177685,185,0.335260469127,66.0106581792
96,1468.41355729,227,0.0758871801752,77.2556364773
2,27.1909726427,221,0.17717273729,202.210807703
28,548.646930443,176,0.56349576223,58.6443954674
8,127.42605128,139,0.395548842861,107.484907172
16,178.304410275,225,1.07329666241,201.691114357
8,126.311853907,223,0.446872730155,168.452641664
8,129.287536914,194,0.166981166236,160.086962454
12,186.517983274,122,0.986,25.933
12,275.65114904,62,0.114557201263,50.3027392055
24,336.811211471,227,0.0956225882985,227.600269486
10,164.199549706,139,0.222344833103,92.9078694226
8,204.614402663,225,1.32255829641,64.7299817807
26,436.380854801,204,0.00130008677584,91.4193944599
16,174.920372567,225,2.60599669991,232.867825781
16,315.975141892,225,0.159444908602,107.756454917
24,293.221407474,12,0.351,180.127
12,277.651355657,216,0.557548998371,66.7629548565
10,249.28857961,129,5.80031448565,44.1821958449
24,360.10285956,15,22.302,43.115
4,70.9790946536,221,0.340770479968,126.26040562
2,127.474285801,194,6.04225699997,7.97920731075
12,281.44546015,205,0.523047150827,103.666859177
12,244.218199994,140,0.34325576217,108.143005616
12,145.162574077,194,0.0230574035391,184.068619372
15,334.178851965,187,0.491695699698,55.3757555507
6,144.267590956,186,0.219814990597,78.3604975992
24,363.499254921,227,0.000306872746427,201.170898361
3,104.781062444,154,4.22131821098,21.8138690976
18,290.285462384,10,1.62246220038,218.253692987
76,1271.40663139,220,0.375839046937,28.4174470411
9,114.378095311,162,0.174210880086,335.798240693
16,460.428010797,193,0.0745951231328,62.46271597
32,375.775748954,12,0.0629081791917,178.140458474
12,242.264073894,216,0.650942161869,110.480966484
12,202.178310882,194,0.0319840079767,237.196495065
12,194.652917187,216,0.490528061934,160.392511454
24,382.843285599,141,0.0854680637611,108.55984611
10,169.24270493,139,0.136801444733,166.330475175
12,198.497236485,194,0.0337588568961,189.909545913
10,177.560826018,139,0.410900223216,108.11191589
26,224.932042937,139,0.19539490063,136.972608113
16,263.900506046,193,1.65354357475,185.36000346
34,528.816001781,12,0.462952168197,147.328121636
12,262.580397939,140,0.253718010764,88.8507203299
12,156.207496683,194,0.0614638033351,228.470242118
12,216.546735725,194,0.154660593866,166.914128567
16,168.486153912,69,397.29786612,118.462872702
24,449.037405046,185,0.173351761909,75.5882537714
12,261.463489343,62,0.705749362351,66.8873592428
12,185.785073464,182,0.0353497293469,120.588945039
24,323.226512145,194,0.0565454485688,197.623834545
32,418.062172975,140,0.170758480293,193.759280274
10,168.312298612,139,0.191065776845,150.513241882
9,244.866958461,189,0.0881042656153,41.9684531988
4,59.667271469,221,0.525487179155,179.846011499
16,275.284844876,139,0.0731719976586,106.032894744
18,260.885761616,11,0.237763547093,180.915585837
26,218.530524151,139,0.0882732719672,144.260346055
12,157.882063961,194,0.100083290116,195.563984714
26,226.130191785,139,0.229426538647,133.150356046
24,492.042171027,216,0.500119792852,98.8685256099
10,218.168803352,12,1.12196072315,60.9221700804
11,131.237745063,166,0.0518790498192,189.073988853
6,125.580427504,10,0.0934720610215,35.1958113897
24,537.312744137,155,6.02487455886,40.5874580288
8,144.494509679,223,2.30106672482,202.791224747
8,110.929237762,65,0.369734951076,272.815977674
8,154.786011967,194,0.799964316771,70.7822175461
2,59.8530422548,229,4.74080625899,7.17361459036
18,400.394285183,127,0.868127126253,61.7912402983
12,226.554897245,220,1.80339954247,48.6151797148
12,204.989726842,62,0.412559354536,118.388673253
12,160.852382186,194,0.0310171356523,224.585347003
12,178.790935636,194,0.203707532603,189.574193994
12,293.004897425,62,0.772451020765,52.8652571927
12,260.021502198,216,0.244236074053,96.7954122486
30,561.583276454,136,0.296142437132,194.751451282
48,682.105501223,64,0.0702232609747,184.626728441
76,1193.73369445,220,0.926051982992,29.9529364844
12,171.264567441,62,0.28948984653,227.688314944
28,422.067472623,63,0.456395829429,105.967519111
20,179.672262364,63,0.308478102492,308.913403383
18,402.048963953,194,0.433926105969,56.1440806049
6,58.6853485027,58,0.867922247799,273.224488899
8,125.98238822,123,3.9464381955,161.786391688
32,514.01749419,140,0.220102999663,211.098317683
24,437.218161232,227,0.352931984592,162.746156187
10,187.888170682,139,0.507220752713,116.102639884
16,212.427279419,193,3.8621805051,183.755351876
24,298.337174587,186,0.109965445139,198.727155299
12,218.536719433,194,0.0938024106504,212.331641606
4,72.3907447189,221,6.06048438256,114.309666256
4,58.4091236812,221,4.80124983177,180.277104282
6,93.0325520812,194,1.82424721829,161.534154851
7,154.904797655,215,0.31182031067,59.0419363466
18,213.417677748,194,0.0449511354732,196.711948813
12,226.775315068,194,0.265120582506,202.848192241
12,201.863927689,194,0.233417436164,274.016768778
12,167.313641262,194,0.0561106580251,243.082916471
12,255.329217488,57,1.12901925351,61.8049732757
12,186.190811214,167,0.077715378729,118.534561628
16,375.043227643,225,4.93575798327,55.4386299267
4,63.2353788289,123,0.297799837413,162.556103438
8,405.087562705,225,0.897236331731,6.47613489793
32,488.731584614,12,0.300455406358,135.523929078
24,437.802027748,227,0.241092050064,122.646585059
10,133.830444901,139,0.0918942305847,190.499551267
26,216.213378085,139,0.0829180152918,129.8301893
5,211.78617649,221,0.793586502619,18.0539675327
12,194.213363135,51,0.412927303783,273.69176259
18,317.003157862,190,0.416812418459,163.345672185
26,220.108434241,139,2.26625624418,132.801112642
12,187.242507967,140,0.277292688056,221.749289191
16,185.899851176,225,0.00256859117885,217.579549105
4,51.7747612533,221,1.47312000115,146.377337079
40,628.855584314,194,0.336397768842,200.164245318
6,142.968623604,194,0.580629022112,52.4225198836
2,29.4000914997,221,0.345582996006,212.025564843
52,666.245171612,215,0.0034489609035,129.365675809
2,27.1075545792,187,2.89560941765,108.094799727
4,46.3786046762,123,0.486586858812,186.981620151
16,184.979928226,123,0.587278923461,191.525400062
24,362.88540762,62,0.741566629821,161.610983561
24,255.161401741,36,320.518304513,117.410033376
16,242.308964671,127,0.451571045182,217.883329266
4,46.9157518406,221,1.05220979626,194.198526518
8,45.5805802561,194,0.0398573228328,435.661487298
8,485.840077423,225,2.13057251642,7.38338053361
2,55.0375298736,221,4.70979569082,41.0771260132
8,81.4227341893,129,0.667021919071,200.663613121
16,235.687856578,62,0.0586827751572,113.240867902
32,348.117574891,13,0.234,184.997
10,139.427494088,129,2.491794133,133.111004039
20,337.994021868,213,0.301037558478,107.493092804
8,81.5110214013,225,0.0186273601769,252.644651678
4,61.1808228161,221,0.953824452042,184.31890329
4,60.7557494928,221,0.420909685934,178.093935637
12,195.428354123,62,0.247277361799,177.005248947
20,265.79329669,213,0.0377728295874,249.331206383
68,1037.10855228,63,0.625440109139,84.8957516024
16,185.658753155,123,0.433684946824,184.234911742
2,28.1452626877,166,0.841227345092,194.8273158
32,478.796813548,225,0.912462032978,102.104677776
24,215.411136735,216,0.0146740858267,145.902271775
4,42.5039790157,186,0.0343664084954,194.405488958
26,382.962814817,148,0.450462711166,149.707394422
24,378.189432147,59,0.186008294499,196.103321966
8,123.953165498,139,0.487243909003,188.891078159
2,49.5275588571,194,0.0356906008091,52.2280265366
24,306.679921655,227,0.127332736533,231.177269577
4,104.915362138,186,0.167220774838,53.3122685867
16,200.677059805,225,1.83150451904,225.310105151
34,529.758961974,55,0.229541200389,32.4873256092
12,175.377507813,62,0.21723005768,187.06966816
20,393.106664467,116,0.34596945216,127.080359333
8,103.203878629,225,0.0929437049201,47.5767829734
6,76.0503282752,58,0.158408334179,333.427417726
9,206.326317353,189,2.75352841282,54.6209617262
6,131.721785457,186,0.252179961196,82.1765223996
2,27.8233315177,221,0.799501728232,173.480837669
24,293.462063392,227,0.0512609962108,167.659240792
8,123.305463365,62,0.29843696672,174.184999287
10,148.13842508,139,0.135051828867,120.03780891
24,238.697873527,36,0.108,15.678
8,196.684685021,62,2.66078151073,21.1166705441
3,42.016741945,164,0.5889298007,255.963483659
8,119.431304053,62,0.370277862289,145.859654998
2,42.4350606129,221,0.00254513107377,70.2421136431
5,68.222695827,221,0.192821622236,233.701810709
14,144.560415077,65,0.21,142.678
8,76.3132019729,225,0.03,183.165
8,98.8784426947,216,3.616,129.992
4,66.1951145572,221,0.674796669002,145.747902692
6,84.5369347332,139,0.310080533542,190.911575632
8,118.283909074,198,0.0155002523749,147.90690373
6,140.619727372,129,0.410531995947,72.7400250033
3,51.4070529547,191,0.271835969555,113.078383599
13,179.899886026,166,0.179567259483,213.627471117
3,42.5882307495,191,1.6507261617,47.9551573517
8,92.1306907495,223,0.0572798344993,248.581925601
8,179.174473614,194,2.63607885418,43.0128340852
9,128.877824291,152,0.409,37.511
16,446.890446186,62,1.34715456443,55.5946372176
10,214.879992485,127,1.01453334083,67.9233578786
10,193.812296464,139,0.701269810191,92.9302863795
12,313.319874899,205,0.308797104198,71.1896268883
4,57.0572953376,225,0.298519547993,253.456719454
6,92.9149642888,139,1.03687165263,125.754995803
5,131.105597681,164,1.21296551487,43.7468513454
5,148.129391918,164,0.199807789538,38.8707732737
16,192.093566926,225,4.86035381799,104.064291233
2,36.663691812,229,2.71028407426,174.472038104
32,377.572293081,140,0.067940433235,223.751324315
16,404.704222996,61,0.294857749014,47.7876587373
13,226.250352557,191,0.289135173914,113.029594441
12,245.231150267,14,0.863127639995,99.4748020281
32,588.87556313,140,0.167123280699,162.308648268
8,150.985057029,62,2.17160170717,146.587584846
8,97.146411341,198,0.00272707333905,187.004052121
8,87.1053843306,198,0.00633993976562,210.506734509
32,488.198599454,123,1.37949067398,142.215985544
4,217.357483279,225,4.19456141244,12.0603289164
12,125.846496656,186,0.119208578456,213.098576892
5,106.251615282,164,0.267537660999,61.7809139065
2,26.4561552489,123,1.29326402475,132.966489545
4,62.8443968077,221,2.22230549081,139.742897057
16,315.154678653,193,0.0779267683061,89.0976829829
12,144.336402353,166,0.115128101679,248.094428793
8,85.364630265,62,0.0940311434436,207.157860211
4,81.3845828036,194,0.661043338441,53.6577153027
2,30.5254172287,194,1.49949345586,66.6659418615
8,111.014604615,198,1.67800271607,246.269737962
32,502.121531209,88,0.450375319322,52.043810625
8,159.24608627,194,0.672442988001,27.7618785824
2,30.1663577753,194,0.102637423727,365.085923653
8,125.305935752,223,0.379791452508,291.944530488
4,46.8829099793,186,0.130987205556,171.712878201
8,83.9440594096,216,0.492006498723,211.380017053
6,112.632997901,194,0.700096331075,90.4731515018
24,436.82325313,227,0.0137366868457,87.8057106764
8,112.017105054,62,0.420924503765,195.086040996
24,357.02229095,227,0.0231820000314,190.516359415
2,63.1162638601,194,0.540346403028,26.3776192639
2,26.5145133143,221,0.000317169334778,163.172025578
2,29.1925448856,221,1.42036537622,156.423388148
24,466.59795568,227,0.333181823552,94.2547243193
3,64.8048437866,164,1.66088409638,59.6830510041
8,116.211782937,223,0.900868952828,186.33358737
8,67.3458579919,194,0.547,72.768
24,460.854934243,227,0.264303088208,132.03465044
40,729.677275142,43,0.367035281269,113.94733292
20,396.008926781,136,0.461005115703,114.99169437
12,121.604327616,205,0.032,140.267
12,273.766244525,62,0.28042984561,82.0998393825
2,55.1835168724,225,1.04469900247,33.1547484213
4,72.2272087727,194,0.299562855897,86.3153176355
14,370.112526084,148,12.7843135331,32.3357647982
12,248.699625179,141,0.387085423513,60.056817883
36,467.079749119,46,0.397581902469,183.312295738
8,127.648168361,139,0.177489328118,132.791498373
2,15.8505270663,194,0.0249569966184,121.762926825
8,88.1560404278,198,0.0551544917762,211.464913098
8,118.369585623,139,1.28823117924,177.638794706
2,27.5244795635,221,0.400519695814,236.317898711
12,238.834891024,14,0.68027370886,66.0173585131
20,218.927491879,12,1.014,155.837
4,83.4634878103,186,0.183959250576,82.888562136
4,94.2558950675,186,0.205137440498,67.35917637
4,83.3669267168,186,0.19924709477,76.4353498355
2,36.1446479912,221,0.435605368427,135.979025709
9,122.148029737,180,0.0459699952992,207.288457624
9,122.838048546,180,0.0876823666144,220.927552469
2,29.3398446529,123,0.83429080508,171.967602
12,241.462236318,14,0.829206191272,60.0074799556
12,227.704211065,62,0.292970009363,101.93163886
16,186.241153244,71,0.358218459997,180.181831869
2,23.1619800167,229,0.394425491697,259.276840773
6,108.045295305,187,0.180237889631,112.806294056
6,124.979264669,186,1.3526855917,92.9897770007
2,32.4614976785,229,0.00747663555138,303.938013785
8,91.4887058495,225,0.215168551765,300.148044888
2,53.0835695005,221,2.25621909287,56.8926842253
14,269.138972086,12,0.192300872364,86.0710988808
24,434.889083057,227,0.325030631897,152.480681647
4,58.8815144888,221,0.34914991459,220.629335072
12,201.787587218,62,0.543331813499,149.079983531
10,261.144049131,229,1.36801065159,59.0480077327
2,56.2312715871,160,2.49586088484,29.5722969429
2,45.9159552617,194,1.02375211573,41.9099828765
18,291.736475242,55,0.760153727874,100.812005616
2,27.1448125227,123,0.550569613849,215.900120186
2,107.690974416,229,8.70232203321,11.543946868
6,92.9137926773,71,0.45175739318,271.531562082
4,61.5322070889,221,0.394922546046,118.98449705
9,141.305662171,189,0.804992763861,117.944577774
18,357.979183128,190,1.24430529355,31.9150209506
6,102.364235484,186,0.0372907176282,56.6342230927
14,343.902238981,71,0.279721645948,49.73922939
12,272.740979254,225,2.333,27.264
12,201.458847481,225,0.0945999935125,65.0247418818
6,122.768467759,58,1.11795348666,98.297313062
4,43.2238100664,194,217.148740655,102.717241387
14,148.61779023,176,0.375683047436,234.447964685
20,323.614059006,12,0.0529096135153,122.53083035
9,127.381165154,189,0.247897694659,212.444857046
6,125.138421349,186,0.251301763151,46.5232854323
12,225.06414224,140,0.0962248358965,141.07162345
8,121.520152227,194,2.22953794369,111.788114011
8,145.392094728,63,0.635889374265,101.326806676
8,174.123748447,63,0.454691275187,89.4181612612
12,179.147815716,140,0.735449491852,99.3845653006
8,180.206796419,215,0.20571802484,35.9386599323
